,artist_individual,streams
1837,Boye & Sigvardt,394272
10163,Paloalto,394445
14730,Жугунусов Мирас,394581
7766,Louis III,394911
356,Above The Hood,395157
10299,Pepe Frantik,395157
12026,Smuggler,395157
644,Alfa Kat,395337
9692,Nombeko Auguste,395623
14518,pH-1,395632
3057,David Campbell,395721
3505,Dr. Kary,395774
2475,Cocoman,395774
5965,JayKii,396042
12345,Sunnee楊芸晴,396077
2454,Clicherik & Mäx,396213
13235,Ty,396377
13635,WONWOO,396678
8097,MINGYU,396678
3669,EVERGLOW,396728
10233,Patsyki Z Franeka,397324
9768,Nutcase22,397393
12466,TBO,398155
5746,JNYBeatz,398172
11953,Skepsis,398232
1041,Arsen Mirzoyan,398575
13192,Tujamo,398679
13013,Tom Rosenthal,398976
2771,DJ Neptune,399092
11098,Romano Santino,399204
13,.Blomster,399329
7459,Lele,399583
11958,Skinny Al,399668
13198,Tumisho,399805
2760,DJ Manzo Sa,399805
13987,Yolte,400175
9155,Mr Hudson,400516
10133,Pa Salieu,400578
7458,Leland,400720
6031,Jesper Livid,400924
4919,Grizzly,401057
14066,Yuna,401742
6419,Jüri Pootsmann,402231
12328,Sukhwinder Singh,402391
14750,Мері,402947
3086,Dayglow,403323
8545,Masterpiece,403428
639,Aleyna,403598
12983,Tlholo,403766
12539,Ta Skipper,403766
7126,Kynda Gray,404229
6897,Kimbo,404230
1752,Boaz van de Beatz,404389
14187,Zedline,404473
9932,Omar Courtz,404860
6474,KEY,405384
933,Antoine Burtz,405608
12668,Teddy Teclebrhan,405608
749,Amina,405628
7489,Leon Lee,405779
11496,Sandra Lyng,405800
7663,Logos Timis,405949
3871,Eleuthero Pneuma,405949
7023,Koraki,405949
5618,Ishowsped,406110
5145,Happoradio,406431
14959,松田龍平,406699
2824,DJ VaZee,407110
10100,PLN.Beatz,407110
8523,Mashkal,407445
9212,Murta,407680
14534,prettyXIX,408278
209,ACHTZIG TAUSEND MILLIONEN,408584
4817,Gips,408653
7003,Konen på torget,408875
10328,Peter Fox,408998
9570,Nicole Elocin,409214
3886,Elina Born,409540
5616,Isak Heim,409562
1869,Briga,409681
11075,Rodionis,409898
12773,The Drifters,409937
466,Ahez,410001
708,Alvan,410001
13193,TuksinSA,410249
10631,Qucee,410550
12978,Tiên Fami,410702
14686,Đoàn Minh Quân,410702
5575,Intaba Yase Dubai,410971
13268,UB40,411017
1975,Buzz,411384
14780,ФОГЕЛЬ,411428
13275,USPM,411496
5848,Jambojet,411496
5844,Jamal,411496
12410,Systur,411553
9367,Nan Quan Mama,411817
4137,F.I.,411905
11641,Selah Sue,412155
10593,Pyrus,412163
12521,TRINITY,412241
11451,Sam Tinnesz,412311
1474,Beacon Light,412311
1219,B-laget,412323
8443,Mario S,412323
11949,Skaymen,412439
1362,"Badshah,Uchana Amit",412730
14688,Đạt G,413130
3544,Du Uyen,413130
1406,Bandokay,413642
921,Ansu,413769
13904,Yaneth Waldman,413868
11475,Samthing Soweto,414871
12523,TROPICO,414880
10435,Pizzera & Jaus,414995
10148,Paige,415386
1443,Bassi Maraj,415924
6551,Kaifi Khalil,416244
4092,Eva B,416244
13651,Wahab Bugti,416244
14998,角田晃広,416281
6056,Jhen F,416383
8735,Meekz,416464
6991,Koffee,416970
4906,Grete Paia,417334
12155,Spice Girls,417497
14119,ZIP Skład,417536
14843,عطار,417647
14862,نور النبوي,417647
4082,Etki,417716
3686,Eazy Dew,417828
12078,Soleil Noir,417828
14288,ayaka,417860
12827,The PeoplePeople,417879
11210,Rybičky 48,417967
6888,Kim Kunni,418616
4508,FrozenGangBeatz,418835
10697,RVMZES,418835
8885,Mike Oldfield,419105
13911,Yannick,419167
6553,Kaihon Karavaani,419209
9084,Mont,420029
10274,Peder Elias,420271
447,AfterParty,420278
13423,Varry Brava,420319
13593,Vök,420380
13955,Yeng Constantino,420416
5051,HUGEL,420615
3663,EREN CAN,420915
7780,Lovespeake,421388
11847,Sifax,421480
12787,The Hardkiss,421777
9400,Nat Dunn,422135
4862,Gorgon City,422135
5193,Hayden James,422135
14158,Zaleha Hamid,422266
4225,Far East Movement,422375
2665,DEV,422375
12758,The Cataracs,422375
1159,Ax Dain,422456
6953,Klang Ruler,422498
4915,Grimaso,422516
3560,Dudut,423092
2796,DJ Smemo,423745
9442,Navigator,424042
12131,Soul A,424223
1970,Busta Rhymes,424355
10459,Poco Lee,424562
7057,Kristiyana,424925
1568,Bernice West,425091
10889,Refew,425360
7186,LEXIKA,425528
8814,Meum Zel,425584
6623,Kaptein Sabeltann,425599
12709,Terje Formoe,425599
11348,SQWOZ BAB,425692
8958,Mishel Domenssain,425750
5888,Jane Zhang,426182
11493,Sandra,426215
3696,Ed Caspian,426215
10882,Redrama,426215
7679,Long Rex,426458
103,3TERNITY,426458
12132,Soul J,426466
12445,T-Pablow,426593
7599,Lille Per,426862
12130,Soukaina fahsi,426948
11570,Saveus,427034
11798,Shirley Clamp,427037
6211,Joon Kim,427199
8158,MacKenzie Porter,427275
3580,Dustin Lynch,427275
1460,Bayronfire,427311
1458,Bayriton,427311
2820,DJ Travesura,427315
10804,Raps On The Run,427722
7680,Long3,427817
1574,Berta'Lami,427818
8934,Minguito 283,427819
14200,Zensery,427944
10788,Ramy Essam,428036
11273,SEGPA,428351
4325,Filtragang,428377
11724,Shamix Diva,428388
15039,黃祝賢儒,428734
14900,井口理,428773
534,Akihito Okano,428773
3611,Dú Maroc,429277
12920,Thåström,429313
4181,FRαNKIE阿法,429435
10127,PUI,429495
14104,Z TRIP,429495
13343,VARINZ,429495
8103,MITEENNN,429495
9697,Nonny9,429495
3891,Elisa Lindström,430269
2070,Cakra Khan,430506
8895,Miki Matsubara,430516
2154,Carmen Geiss,430594
13295,Umut Capone,430777
7945,MAKSIM,430813
11826,Shygirl,430910
9125,MotB,431371
11572,Savvy,431371
5795,Jacco,431565
1428,Barış Akarsu,431903
13457,Verka Serduchka,432010
7368,Laskah,432426
4204,Faizal Tahir,432472
3144,Dellai,432472
8955,Mirwana,432472
14162,Zandimaz,433341
12150,Speedy,433419
5387,Husayn,433621
4162,FL EX,433621
10656,RAED,433626
4585,GIHED,433626
679,Alisia,433631
10125,PUBG MOBILE,434058
6431,K-Magg,434803
3413,Doctor Victor,434914
7967,MBT,435041
6369,Jung Yong Hwa,435414
13971,Yll Limani,435464
7309,Laddi,435574
4385,Flëur,435798
9417,Natasha Noorani,435855
1940,Bugoy Na Koykoy,435972
3652,EMIL HENROHN,436217
9560,Nico D,436659
8048,MC Solaar,436825
851,Andy El Unico,436921
12325,Sugey Torres,437430
11858,Sigurður Guðmundsson,437614
1293,BLUE TAPE,437881
2583,Cultura Profética,438054
5109,Hamada Magdy,438057
1191,Azad,438332
6391,Justin Le,438578
5871,Jamoo,438636
4337,Firat,438636
9251,Mzux Maen,438767
13925,Yasmin Levy,438767
14850,فضفضه,439970
6237,Jory Boy,440071
6772,Ken-Y,440071
9959,Onguito Wa,440318
8820,Mgiftoz SA,440844
350,Abi,441136
13643,WWJ,441686
187,A.L.A,442212
13700,Werenoi,442235
3153,Den Unge Fleksnes,442856
9708,Noraniza Idris,443620
6073,Jigsaw,444069
229,AK 33,445025
4973,GusGus,445261
4532,Furytto,445469
8923,Milo Mae,445561
7133,Küberünnak & Karmo,445579
5071,Hadi28,446096
10324,Pesso,446105
5219,Helene Bøksle,446269
2630,D1NO,446343
10033,Otro Idioma,446608
6511,KUTE,446715
10985,Rico Love,446907
6153,John Park,446945
12268,Sticks,447322
628,Alexander Oscar,447556
2426,Citi Zēni,448472
11929,Sita Chan,449043
7144,L.A.X,449096
14880,『ユイカ』,449520
606,Alex Botea,450627
13626,WIL,450873
7666,Lokman Yeung 楊樂文,450992
79,2Rari,451460
1451,Battle Beast,451684
9926,Olympe Chabert,451774
13746,Wilku WDZ,451782
6163,Johnny Mathis,451877
3873,Elgit Doda,452120
13924,Yasmeen,452263
3122,Deep Bajwa,452903
74,2LADE,452968
9499,Nephew,452979
8863,Mido and Falasol,453325
13287,Ulf Lundell,453806
611,Alex Järvi,454427
10178,Panther,455089
9703,Noord-Hollands Kinderkoor,455307
11255,SALİ,455469
7478,Leo,455585
11080,Roffo,456143
13390,Valdimar Guðmundsson,456155
7606,Lime Cordiale,456269
11889,Simmy,456400
2850,DONDON,456486
12148,SpecialBeatz,456528
5573,Instinto 26,456804
8117,MOKABY,456957
2626,D.T.E,456957
14466,lilmido,456963
10159,Paleface,457231
8352,Mansour Al Wailey,457510
14233,Ziyad Al Zahem,457510
9018,Mohamed Chahine,457678
1875,Brings,457683
9924,Olson,457841
7708,Los Charros De Lumaco,457874
14336,demxntia,458408
7882,LuuDaDeejay,459028
6885,Kim Cesarion,459476
3397,Djena,459640
2118,Cansever,459935
14816,احمد موزه,459997
14868,นนน กรภัทร์,460761
3175,Der Asiate,460781
6160,Johnny Diggson,460781
4620,GReeeN,460781
3104,Deamon,460781
6717,Kay Trần,460860
13292,Ulukmanapo,461240
12421,Sálin hans Jóns míns,461508
2620,D. Imman,461972
6463,KAYTRANADA,462097
3327,Dj Boat,462441
5301,Hjálmar,462944
6405,Jutes,462948
6475,KEZ,463084
4458,Franzi Harmsen,463482
13418,Vanya,464276
4246,Fat Mizzo,464293
14443,kent,464303
14772,Сальто Назад,464349
2100,Camilo Ge Bresky,464405
13086,Tousin Chiza,464405
11495,Sandra Kassman,464405
12287,Stran Cetin,464405
5282,Hilda Henze,464405
4870,GoyNattyDream,464574
14472,lullaboy,464584
1952,Bunga,464680
11494,Sandra Hussein,464944
6327,Julia Alfrida,464966
5144,Hanybal,465103
5744,JLS,465258
8786,Mera,465349
9040,Mokita,465568
7615,Linh Cáo,465638
9141,Movetron,466308
14429,jautì,466575
13238,Tyla,466587
11250,SAIM x CAN,466757
7517,LiL CaKe,466834
11780,Shieda,466860
642,Alf Prøysen,467366
14556,sak10denz,468334
11504,Sanne Salomonsen,468977
9598,Nikolaj Steen,468977
5357,Hu Xia,469166
4035,Erik Og Kriss,469199
14605,uglystephan archive,469372
7941,MADBOII,470102
6164,Johnny Orlando,470145
5124,Hanady Mehanna,470285
13185,Tsvetina,470312
240,ALEKS ATAMAN,470401
4155,FINIK,470401
11880,Sima Martausová,470615
5823,Jaideep Sahni,470724
13862,YONII,470843
15024,"音阙诗听, 赵方婧",470892
11634,Seinabo Sey,471579
8298,Malin Christin,471771
11548,Sasha Chemerov,472175
2254,Charisma,473255
2215,Celo Minati,473255
664,Alicia Awa,473255
16,03 Greedo,473632
12991,Tobi & Manny,473710
12198,Stap,473787
580,Alduts Sherdley,473884
9226,Musta Barbaari,474035
12736,Thanh Hưng,474214
12042,Snuskebazn,474405
2508,Consent2K,474437
13712,Wezza Montaser,474735
4541,Fäaschtbänkler,474786
3176,DerK16,475126
5411,Hös Copperfield,475126
3225,Dibson,475126
3398,Djiha,475126
6065,Jhonson,475126
9756,Nume,475199
6415,Jørgen,475497
633,Alexandra,475497
2507,Conquer Divide,475575
10906,Relja,475618
4147,FC Baseball,475718
13665,Wan Thanakrit,476215
11738,Sharaktah,476519
11652,Semih Automatisk,476692
12209,Statmilz,476692
902,Anne Linnet,476725
956,Anyuri,476851
894,Anna Sahlene,477048
14964,柯佳嬿,477083
5108,Hamada Abo El Soud,477225
12655,Te7a,477225
247,ALMEA,477651
13262,Tăng Duy Tân,478261
3850,Elai Botner and Yaldei Hachutz,478733
3389,Dj.Frodo,479061
14707,Κako,479604
10364,Philip Ariaz,479663
6618,Kapla y Miky,479663
8034,MC ORSEN,480512
11725,Shamoon Ismail,481781
5767,JS16,481836
7911,Lärvinen,481836
6254,Josi,482339
3067,David Pomeranz,482346
12454,T.Y.S,482392
10637,Queen Wei,482693
13829,Xiao Yu,482693
12864,The Wanted,483047
6125,Joey Christ,483346
7709,Los Chiches Vallenatos,483650
2205,Cecilia Cantarano,483828
6264,Jotape,484005
3980,Emmsjé Gauti,484406
258,AMRO,484534
14832,زياد ال زاحم,484859
14860,منصور الوايلي,484859
8949,Miriam Yeung,485206
12184,Stabil,485325
10824,Rat City,486077
3239,Die Toten Hosen,486223
860,Angel,486414
9949,Omri Sabach,486414
14797,דיג'יי אונלי,486414
2199,Cavetown,486741
10991,Riffi,487220
9559,Nico & Vinz,487459
12185,Stace Cadet,487760
6494,KLP,487760
14013,Young Earth Sauce,487940
5213,Heinie Nüchtern,488115
2640,DAVI,488152
2060,Ca$partuu,488303
7028,Korhone,488303
14452,klvs,488303
5199,He$$u,488303
5224,Helgi Björnsson,488528
9933,Omar Dafencii,489029
6837,Khayyat,489029
2281,Cheb Wahid,489289
3903,Ella Tiritiello,489367
11157,Royal Stockholm Philharmonic Orchestra,489367
507,Airon,489685
3621,E Evil,489924
3704,Eddy Herrera,489948
15007,鄧福如 AFÜ,489986
4194,Faded Dollars,490031
5043,HK,490034
10169,Pan Śmierć,490158
3799,El Dicy Boy & Isaias LM,490479
4790,Gigi Cheung,490700
9213,Murumba Pitch,490719
510,Aishah,490973
14712,Автостопом по фазе сна,492556
4502,Fritz Da Cat,492689
4431,Francesco Gabbani,492689
12879,Thea Sofie,492755
3887,Elina Helmichsen,492755
9425,Nathalie Brydolf,492777
7292,La Sonora De Tommy Rey,492791
9368,Nana Atta,492956
6670,Karyendasoul,492956
6220,Jordan Shaw,493153
8891,Mike Williams,493153
5259,Herrat,493726
9357,Naira Marley,493821
9115,Mose,494115
13828,Xian Zi,494512
893,Anna Puu,495159
7639,Little Jinder,495159
9567,Nicolas Reyes,495372
2023,CESO,495535
228,AJÉ,495535
14117,ZINED,495535
12083,Solmeister,495647
10385,Phùng Khánh Linh,495698
14246,Zoro&Buzz,495884
6549,Kai Đinh,496204
11314,SIVAN,496204
7103,Kusha,496313
88,2mission,496843
13841,YARMAK,497710
944,Antti Holma,498208
14351,eMMa,498255
302,ATMO Music,498653
11506,Santa,499045
11715,Shaimaa El Maghraby,499052
998,AriBeatz,499102
2553,Cris Cab,499103
653,Ali Kakooli,499113
11171,Rubio,499469
13975,Yo Johnny,499560
14636,xxxmanera,499737
3905,Ellen Krauss,499771
517,Aj B,500621
10770,Rajaton,500655
5777,JURI,500704
4202,Faisal Kapadia,500748
4841,Gnags,500847
5929,Jaspreet Jasz,502467
12664,Teddy Adhitya,502690
14661,Árbol,502752
8964,Misshmusic,502976
2977,Danna,503027
12433,Słoń,503062
12713,Terry Joe,503127
10175,Panos Katsimichas,503313
2510,Coogie,503657
454,Agir,504448
14936,岡田将生,504512
6488,KISS,505154
13874,YUJU,505319
5818,Jafar Al Ghazal,505450
13599,Vũ Thảo My,505627
12299,Studio Party,505627
7056,Kristian Kristensen,506630
5703,JAURIM,507097
14793,хочуспать,507427
10221,Patent Ochsner,507695
3315,Divya Vineeth,507932
9960,Onionn,508086
14175,Zbig,508334
4198,Fahar,508334
12795,The Jungle Giants,508455
10030,Otis,509153
13522,Villosoul,509154
374,Acutedose,509154
14402,grentperez,509202
13266,U.S.A. For Africa,510239
10198,Paranoic,510746
4827,Glaceo,510746
37,16 Typh,510979
2793,DJ Sem,511268
12501,TKX,511312
1104,AstralKid22,511616
2695,DJ Benz,511725
14963,柏霖PoLin,511935
3173,Denzel Curry,512492
13147,Troels Gustavsen,513072
6730,KazOnDaBeat,513415
5034,HENSY,513655
14941,張粹方,513672
11410,Sahir,513741
8859,Midnight,513794
75,2M,514269
5394,Huỳnh Tú,514457
7019,Kooldrink,514604
13509,Vigro Deep,515220
10611,QNT,515423
6925,Kiraly Linda,515681
6950,Kkevin,515681
6274,Joya Marleen,516145
14945,影子計劃 Shadow Project,516372
2477,Coder,516390
520,Ajay-Atul,516532
519,Ajay Gogavale,516532
205,ABS-CBN Music All Star,516634
11462,Samir & Viktor,517064
4540,Fyre,517541
3416,Dodo & Vm-Landsholdet,518010
12136,Soulking,518908
12574,Talisman,519049
3430,Dolores,519911
12516,TRANG,519919
12960,Tiny Boost,519924
6218,Jordan Morris,519924
5324,Hoody,520307
14665,Çağan Şengül,520519
5656,Iveta Bartošová,520847
5858,James Fox,520896
5005,Gøran Stavang Skage,520896
4472,Freddie Konings,521445
11525,Sarah,521491
8314,Mambakid,521865
7127,KyoungSeo,522040
3770,Ekin Beril,522108
14487,melvitto,522292
10869,Reckless,522859
13869,YSRBEATS,522867
12981,TjProductions,522867
13072,TorontoMusicPlug,522867
14499,mrsickaz,522867
7519,Lia Aziz,523059
4327,Finding Hope,523740
8622,Max Wallin',524017
8807,Metha Zulia,524356
1565,Bermudu Divstūris,524466
1344,Baccara,524545
10816,Rasmus Bjerg,524698
6448,KAI,525086
11923,Siriusmo,525104
1780,Bokke8,525374
8312,MamaRika,525450
3991,Emtee,525509
9731,Nova Norda,525511
4777,Gian,525561
2596,Cynthia Erivo,525604
12324,Sugar MMFK,526167
11838,Sickside,526753
3941,Emel,526983
10547,Prisa Mandagie,527165
3336,Dj Flow,527272
847,André Hazes Jr.,527601
8947,Miri,527726
1786,Bombai,528713
11053,Robin Stones,528997
8345,Mannarino,529028
10092,PIND,529073
12968,Tita,529870
13029,Tommee Profitt,530436
8116,MOH,530666
7007,Konke,530837
11975,Skroef28,530837
6169,Johny Machette,531160
12708,Teri Blitzen,531160
3598,Dynazty,531336
4877,Gracias,531892
5404,HÚGÓ,532008
2248,Chantel 姚焯菲,532265
14301,benji price,532512
7710,Los Corraleros De Majagual,532781
2083,Calixto Ochoa y Su Conjunto,532781
9025,Mohammad Assaf,532883
12880,Thegiornalisti,534093
4085,Eunique,534348
9788,NЮ,534465
10525,Preston Pablo,534758
9734,Novel Core,535204
10664,RAU DEF,535204
11358,STOR,535623
4959,Gummi Tóta,536556
10557,Proflame,536663
11673,Sergiusz,536783
3000,Danupol Kaewkarn,537078
4853,Gomen.,537732
8931,Minchang,537732
8818,Mfr Souls,538601
9980,Ordne,539056
8283,Majself,539401
5346,Hoà Minzy,539450
12546,Taha G,539526
3875,Eli Huli,539678
4422,Foux,539892
8078,MEL,539902
6461,KAY AY,539959
9037,Mois,539959
11903,Sinan-G,539959
11536,Sarhad,539959
6666,Karsu,541321
5052,HURRYKNG,541816
10528,Pretty Scream,542180
1407,Baneva,542284
2570,Cruel Santino,542365
4600,GNOV,542460
14363,ercsé,542460
10458,PoPa,542460
2891,Dabs,542482
10173,Pandrezz,542790
11113,Ronare,542790
14129,ZZCCMXTP,542790
11287,SG Wannabe,543018
13611,WAV3POP,543213
1932,Buck Fuddi,543516
6,$ourJ,544030
12201,Starian,544080
13023,Tomer Katz,544840
2612,D Fine Us,544840
6610,Kanoé,545324
6186,Jon Niklas Rønning,545373
9898,Ole M. Aagenæs,545373
10316,Pernille Øiestad,545373
12128,Sottotono,546014
12976,Tiziano Ferro,546014
13078,Tot,546163
8323,Manak-E,546183
12757,"The Cast of RuPaul's Drag Race UK, Season 2",546645
8636,Mayo,546679
10489,Popeda,547058
10738,Rafiek,547615
11004,Rin Music,547708
9335,Na,547708
13472,Vi3e,548454
10540,Princess Ai,548710
10774,Ralph Kaminski,549053
14116,ZICO,549112
3116,Decrat,549300
1195,Azap HG,549300
14149,Zai,549300
4554,G0KAY,549300
9896,Old G,549300
3702,Eddie Meduza,549559
4441,Frank Leen,549725
2847,DOLLA,550032
14388,fueled by boba,550380
5202,Heavyweight,550710
3795,El Combo Caribe,551118
1023,Armando Hernandez,551118
11453,Samanta Tina,551245
649,Ali 3arnoos,551261
13403,Vallenatos Nativos,551315
2943,Dana,551837
3711,Eden Derso,552031
11823,Shuli Rand,552069
5385,Hurriganes,553054
7482,Leo Mattioli,553099
3324,Dj Abux,554104
13973,Ylva,554684
828,Andreas Bourani,554966
7908,LÉON,555394
7535,Liim’s,555634
4148,FEARMUCH,555654
14798,הגר יפת,556253
2331,Chillinit,556278
6084,Jims,556514
3414,Doda,556617
5183,Hatemost,556888
9613,Nils Bech,557582
9124,Mostro,557585
4250,Fatman Scoop,557650
12577,Tambó Tambó,557743
1250,BCBC,558270
6006,Jendrik,558638
1202,Azlan & The Typewriter,558665
8822,Mhaw Keys,558693
11754,Shayfeen,559126
4439,Francuz Mordo,559230
3848,Elai,559402
9472,Neili,559438
4485,FrenchW,559570
9379,Napu,559587
13148,Trois Cafés Gourmands,559795
4639,Gaboro,559832
12961,Tinze,560395
2468,Coach Bennet,560987
2956,Dani Mocanu,561061
1750,Bo9al,562285
12470,TEEKS,562372
14448,kidsai,563363
1281,BKO,564214
1732,Blow,564214
10973,Rich2Gether,564214
8313,Mamat,565046
931,Antilopen Gang,565639
8619,Max Herre,565639
10321,Peruzzi,565707
10974,Richard Muller,565947
14676,ØMI,566301
8146,MYGAL,566946
3131,Defano Holwijn,567185
8805,Meteb Alshalan,567308
13131,Tribe Friday,567844
3819,El Mayor Clasico,568330
2486,Colde,568334
4494,Freshmaker,569028
2541,Cr7z,569028
2717,DJ Eule,569028
5389,Hussa,569789
12380,Sval,571580
558,Alasow,572609
769,Amorphis,572814
6102,Joalin,572951
6062,Jhonathan Chávez y Los Triunfadores,573140
8750,Meizyy,573212
3451,Don McLean,573403
14984,緋村宗祐,573457
15003,踢萬8IG8A8Y,573457
14920,唐仲彣,573457
15011,阿夫 Suhf,573457
8334,Mange Makers,573516
8727,Medi Meyz,573590
2687,DJ Abdel,573590
8149,Maanu,574621
6924,Kinokoteikoku,574632
9657,Nks,574715
3415,Dodo,574791
5957,Jay Maly,574791
8208,Madrane,574860
10301,Pepito,574860
3256,Dilan Balkay,575674
14273,aisu,576069
3625,E-Z,576076
7219,LOSTBOYS,576244
586,Alejandro Fuentes,576474
4373,Florian Rus,576720
10283,Peer Tasi,576747
3268,Dimension,576794
10640,Quimico Ultra Mega,576888
11829,Siaka,577505
5822,Jahyanai,578029
3534,Driks,578029
14697,Şam,578144
6030,Jesper Jenset,578202
7823,Lucie Vondrackova,578239
4646,Gabrielė Vilkickytė,579258
2022,CDGuntee,579539
1242,BANKSORN,579539
9754,Num KALA,579850
1127,Auer,580020
7288,La Ross Maria,580455
11018,Rita Rocha,580464
1477,Beast In Black,580498
1187,Ayten Amer,580721
13527,Vincent,580772
2368,Chris Karr,581657
6069,JiMBo,581657
10377,Phonk,581779
14368,evvz,582126
10432,Pitstop Boys,582142
148,7th Block,582625
10853,Raylee,582703
6808,Kevin Boine,582966
11612,Sebastian Noto,583231
1111,Atanas Kolev,583239
2544,Crawlers,583445
8591,Matute Boy,584345
737,Amazing Show,585279
842,Andro,585460
1026,Armin,585774
4389,Fobia Kid,586383
14204,Zerrin,586415
11674,Serhat Durmus,586415
8337,Mani,586817
4298,Fi Vita Sigma,586817
1228,B10,586890
515,Aitoarttu,587331
4885,Grandmasters Neons,587379
8599,Mauku Sencis,587379
4486,Frenetik,587802
5741,JKR,587830
7958,MASKETEER,587830
11994,Sleep Flowz,587830
9315,NMW Umberto,588297
1347,BackRoad Gee,589626
2632,D3MO,589888
3824,El Panda 15,590731
4110,Eversor,590768
12876,TheDoDo,591197
3655,EMMY,591482
9053,Mom4eto,591664
11948,Skandaali,592033
6081,Jimmy Jørgensen,593317
2252,Chapper,593317
2794,DJ Sim-H,593617
4610,GRACEY,593837
9392,Nasrat Al Badr,594307
2853,DPR LIVE,594651
12024,Smokey,594785
12062,Sofiane Pamart,594929
11753,Shaybo,595347
12260,Steve Garrigan,595413
6979,Koas,596011
12537,TYSM,596130
14855,محمد عبده,596391
